results,middle,upper
4138,734,122
4139,734,122
4140,734,122
4141,734,122
4142,734,122
4143,734,122
4144,734,122
4145,734,122
4146,734,122
4147,735,122
4148,735,122
4149,735,122
4150,735,122
4151,735,122
4152,735,122
4153,735,122
4154,735,122
4155,735,122
4156,735,122
4157,735,122
4158,735,122
4159,735,122
4160,735,122
4161,735,122
4162,735,122
4163,735,122
4164,735,122
4165,735,122
4166,735,122
4167,735,122
4168,735,122
4169,735,122
4170,735,122
4171,735,122
4172,735,122
4173,735,122
4174,735,122
4175,735,122
4176,735,122
4177,735,122
4178,735,122
4179,735,122
4180,735,122
4181,735,122
4182,735,122
4183,735,122
4184,735,122
4185,735,122
4186,735,122
4187,735,122
4188,735,122
4189,735,122
4190,736,122
4191,736,122
4192,736,122
4193,736,122
4194,737,122
4195,737,122
4196,737,122
4197,737,122
4198,737,122
4199,737,122
4200,737,122
4201,737,122
4202,737,122
4203,737,122
4204,737,122
4205,737,122
4206,737,122
4207,737,122
4208,737,122
4209,737,122
4210,738,122
4211,738,122
4212,738,122
4213,738,122
4214,738,122
4215,738,122
4216,738,122
4217,738,122
4218,738,122
4219,738,122
4220,738,122
4221,738,122
4222,738,122
4223,738,122
4224,738,122
4225,738,122
4226,738,122
4227,738,122
4228,738,122
4229,738,122
4230,738,122
4231,738,122
4232,738,122
4233,738,122
4234,738,122
4235,738,122
4236,738,122
4237,738,122
4238,738,122
4239,738,122
4240,738,122
4241,738,122
4242,738,122
4243,738,122
4244,738,122
4245,738,122
4246,738,122
4247,738,122
4248,738,122
4249,738,122
4250,738,122
4251,738,122
4252,738,122
4253,738,122
4254,739,122
4255,739,122
4256,739,122
4257,739,122
4258,739,122
4259,739,122
4260,739,122
4261,739,122
4262,739,122
4263,739,122
4264,739,122
4265,739,122
4266,739,122
4267,739,122
4268,739,122
4269,739,122
4270,739,122
4271,739,122
4272,739,122
4273,739,122
4274,739,122
4275,739,122
4276,739,122
4277,740,122
4278,740,122
4279,740,122
4280,740,122
4281,740,122
4282,740,122
4283,740,122
4284,740,122
4285,740,122
4286,740,122
4287,740,122
4288,740,122
4289,740,122
4290,740,122
4291,740,122
4292,740,122
4293,740,122
4294,740,122
4295,740,122
4296,740,122
4297,740,122
4298,740,122
4299,740,122
4300,740,122
4301,740,122
4302,740,122
4303,740,122
4304,740,122
4305,740,122
4306,740,122
4307,740,122
4308,740,122
4309,740,122
4310,740,122
4311,740,122
4312,740,122
4313,740,122
4314,740,122
4315,740,122
4316,740,122
4317,740,122
4318,740,122
4319,740,122
4320,740,122
4321,740,122
4322,740,122
4323,740,122
4324,740,122
4325,740,122
4326,740,122
4327,740,122
4328,740,122
4329,740,122
4330,740,122
4331,740,122
4332,740,122
4333,740,122
4334,740,122
4335,740,122
4336,740,122
4337,740,122
4338,740,122
4339,740,122
4340,740,122
4341,740,122
4342,740,122
4343,740,122
4344,740,122
4345,740,122
4346,741,122
4347,741,122
4348,741,122
4349,741,122
4350,741,122
4351,741,122
4352,741,122
4353,741,122
4354,741,122
4355,741,122
4356,741,122
4357,741,122
4358,741,122
4359,741,122
4360,741,122
4361,741,122
4362,741,122
4363,741,122
4364,741,122
4365,741,122
4366,741,122
4367,741,122
4368,741,122
4369,741,122
4370,741,122
4371,741,122
4372,741,122
4373,741,122
4374,741,122
4375,741,122
4376,741,122
4377,741,122
4378,741,122
4379,742,122
4380,742,122
4381,742,122
4382,742,122
4383,742,122
4384,742,122
4385,742,122
4386,742,122
4387,742,122
4388,742,122
4389,742,122
4390,742,122
4391,742,122
4392,742,122
4393,742,122
4394,742,122
4395,742,122
4396,742,122
4397,742,122
4398,742,122
4399,742,122
4400,742,122
4401,742,122
4402,742,122
4403,742,122
4404,742,122
4405,742,122
4406,742,122
4407,742,122
4408,742,122
4409,742,122
4410,742,122
4411,742,122
4412,742,122
4413,742,122
4414,742,122
4415,742,122
4416,743,122
4417,743,122
4418,743,122
4419,743,122
4420,743,122
4421,743,122
4422,743,122
4423,743,122
4424,743,122
4425,743,122
4426,743,122
4427,743,122
4428,743,122
4429,743,122
4430,743,122
4431,743,122
4432,743,122
4433,743,122
4434,743,122
4435,743,122
4436,743,122
4437,743,122
4438,743,122
4439,743,122
4440,743,122
4441,743,122
4442,743,122
4443,743,122
4444,743,122
4445,743,122
4446,743,122
4447,743,122
4448,743,122
4449,743,122
4450,743,122
4451,743,122
4452,743,122
4453,743,122
4454,743,122
4455,743,122
4456,743,122
4457,743,122
4458,743,122
4459,743,122
4460,743,122
4461,743,122
4462,743,122
4463,743,122
4464,743,122
4465,743,122
4466,743,122
4467,743,122
4468,743,122
4469,743,122
4470,743,122
4471,743,122
4472,744,122
4473,744,122
4474,744,122
4475,744,122
4476,744,122
4477,744,122
4478,744,122
4479,744,122
4480,744,122
4481,744,122
4482,744,122
4483,744,122
4484,745,122
4485,745,122
4486,745,122
4487,745,122
4488,745,122
4489,745,122
4490,746,122
4491,746,122
4492,746,122
4493,746,122
4494,746,122
4495,747,122
4496,747,122
4497,747,122
4498,747,122
4499,747,122
4500,747,122
4501,747,122
4502,747,122
4503,747,122
4504,747,122
4505,747,122
4506,747,122
4507,747,122
4508,747,122
4509,747,122
4510,747,122
4511,748,122
4512,748,122
4513,748,122
4514,748,122
4515,748,122
4516,748,122
4517,748,122
4518,748,122
4519,748,122
4520,748,122
4521,748,122
4522,748,122
4523,748,122
4524,748,122
4525,748,122
4526,748,122
4527,748,122
4528,748,122
4529,748,122
4530,748,122
4531,748,122
4532,748,122
4533,748,122
4534,748,122
4535,748,122
4536,748,122
4537,748,122
4538,748,122
4539,748,122
4540,748,122
4541,748,122
4542,748,122
4543,748,122
4544,748,122
4545,748,122
4546,748,122
4547,748,122
4548,748,122
4549,748,122
4550,748,122
4551,748,122
4552,748,122
4553,748,122
4554,748,122
4555,748,122
4556,748,122
4557,748,122
4558,748,122
4559,748,122
4560,748,122
4561,748,122
4562,748,122
4563,748,122
4564,748,122
4565,748,122
4566,748,122
4567,748,122
4568,748,122
4569,748,122
4570,748,122
4571,748,122
4572,748,122
4573,748,122
4574,748,122
4575,748,122
4576,748,122
4577,748,122
4578,748,122
4579,748,122
4580,748,122
4581,748,122
4582,748,122
4583,748,122
4584,748,122
4585,748,122
4586,748,122
4587,748,122
4588,748,122
4589,748,122
4590,748,122
4591,748,122
4592,748,122
4593,748,122
4594,748,122
4595,749,122
4596,749,122
4597,749,122
4598,750,122
4599,750,122
4600,750,122
4601,750,122
4602,750,122
4603,750,122
4604,750,122
4605,750,122
4606,750,122
4607,750,122
4608,750,122
4609,750,122
4610,750,122
4611,750,122
4612,750,122
4613,750,122
4614,750,122
4615,750,122
4616,750,122
4617,750,122
4618,750,122
4619,750,122
4620,750,122
4621,750,122
4622,750,122
4623,751,122
4624,751,122
4625,751,122
4626,751,122
4627,751,122
4628,751,122
4629,751,122
4630,751,122
4631,751,122
4632,751,122
4633,751,122
4634,751,122
4635,751,122
4636,751,122
4637,751,122
4638,751,122
4639,751,122
4640,751,122
4641,751,122
4642,751,122
4643,751,122
4644,751,122
4645,751,122
4646,751,122
4647,751,122
4648,751,122
4649,751,122
4650,751,122
4651,751,122
4652,751,122
4653,751,122
4654,751,122
4655,751,122
4656,751,122
4657,751,122
4658,751,122
4659,751,122
4660,751,122
4661,751,122
4662,751,122
4663,751,122
4664,751,122
4665,751,122
4666,751,122
4667,751,122
4668,751,122
4669,751,122
4670,751,122
4671,751,122
4672,751,122
4673,751,122
4674,751,122
4675,751,122
4676,751,122
4677,751,122
4678,751,122
4679,751,122
4680,751,122
4681,751,122
4682,751,122
4683,751,122
4684,751,122
4685,751,122
4686,751,122
4687,751,122
4688,752,122
4689,752,122
4690,752,122
4691,752,122
4692,752,122
4693,752,122
4694,752,122
4695,752,122
4696,752,122
4697,752,122
4698,753,122
4699,753,122
4700,753,122
4701,753,122
4702,753,122
4703,753,122
4704,753,122
4705,753,122
4706,753,122
4707,753,122
4708,753,122
4709,753,122
4710,753,122
4711,753,122
4712,753,122
4713,753,122
4714,753,122
4715,753,122
4716,753,122
4717,753,122
4718,753,122
4719,753,122
4720,753,122
4721,753,122
4722,753,122
4723,753,122
4724,753,122
4725,753,122
4726,753,122
4727,753,122
4728,753,122
4729,753,122
4730,753,122
4731,753,122
4732,753,122
4733,753,122
4734,753,122
4735,753,122
4736,753,122
4737,753,122
4738,753,122
4739,753,122
4740,753,122
4741,754,122
4742,754,122
4743,754,122
4744,754,122
4745,754,122
4746,754,122
4747,754,122
4748,754,122
4749,755,122
4750,755,122
4751,755,122
4752,755,122
4753,755,122
4754,755,122
4755,755,122
4756,755,122
4757,755,122
4758,755,122
4759,755,122
4760,755,122
4761,755,122
4762,755,122
4763,755,122
4764,755,122
4765,755,122
4766,755,122
4767,755,122
4768,755,122
4769,755,122
4770,755,122
4771,755,122
4772,755,122
4773,755,122
4774,755,122
4775,755,122
4776,755,122
4777,756,122
4778,756,122
4779,756,122
4780,756,122
4781,756,122
4782,756,122
4783,756,122
4784,756,122
4785,756,122
4786,756,122
4787,756,122
4788,756,122
4789,756,122
4790,756,122
4791,756,122
4792,757,122
4793,757,122
4794,757,122
4795,757,122
4796,757,122
4797,757,122
4798,757,122
4799,757,122
4800,757,122
4801,757,122
4802,757,122
4803,757,122
4804,757,122
4805,757,122
4806,757,122
4807,757,122
4808,758,122
4809,758,122
4810,758,122
4811,758,122
4812,758,122
4813,758,122
4814,758,122
4815,758,122
4816,758,122
4817,758,122
4818,758,122
4819,758,122
4820,758,122
4821,758,122
4822,758,122
4823,758,122
4824,758,122
4825,758,122
4826,758,122
4827,758,122
4828,758,122
4829,758,122
4830,759,122
4831,759,122
4832,759,122
4833,759,122
4834,759,122
4835,759,122
4836,759,122
4837,759,122
4838,759,122
4839,759,122
4840,759,122
4841,759,122
4842,759,122
4843,759,122
4844,759,122
4845,759,122
4846,759,122
4847,759,122
4848,759,122
4849,759,122
4850,759,122
4851,759,122
4852,759,122
4853,759,122
4854,759,122
4855,759,122
4856,759,122
4857,759,122
4858,759,122
4859,759,122
4860,759,122
4861,759,122
4862,759,122
4863,759,122
4864,759,122
4865,759,122
4866,759,122
4867,759,122
4868,759,122
4869,759,122
4870,759,122
4871,759,122
4872,760,122
4873,760,122
4874,760,122
4875,760,122
4876,760,122
4877,760,122
4878,760,122
4879,760,122
4880,760,122
4881,760,122
4882,760,122
4883,761,122
4884,761,122
4885,761,122
4886,761,122
4887,761,122
4888,761,122
4889,761,122
4890,761,122
4891,761,122
4892,761,122
4893,761,122
4894,761,122
4895,761,122
4896,761,122
4897,761,122
4898,761,122
4899,761,122
4900,761,122
4901,761,122
4902,761,122
4903,761,122
4904,761,122
4905,761,122
4906,761,122
4907,761,122
4908,761,122
4909,761,122
4910,761,122
4911,762,122
4912,762,122
4913,763,122
4914,763,122
4915,763,122
4916,763,122
4917,763,122
4918,763,122
4919,763,122
4920,763,122
4921,763,122
4922,763,122
4923,763,122
4924,763,122
4925,763,122
4926,763,122
4927,763,122
4928,763,122
4929,763,122
4930,763,122
4931,763,122
4932,763,122
4933,763,122
4934,763,122
4935,763,122
4936,763,122
4937,763,122
4938,763,122
4939,763,122
4940,763,122
4941,763,122
4942,763,122
4943,763,122
4944,763,122
4945,763,122
4946,763,122
4947,763,122
4948,763,122
4949,763,122
4950,763,122
4951,763,122
4952,763,122
4953,763,122
4954,763,122
4955,763,122
4956,763,122
4957,763,122
4958,763,122
4959,763,122
4960,763,122
4961,763,122
4962,764,122
4963,764,122
4964,764,122
4965,764,122
4966,764,122
4967,764,122
4968,764,122
4969,764,122
4970,764,122
4971,764,122
4972,764,122
4973,764,122
4974,764,122
4975,764,122
4976,764,122
4977,764,122
4978,764,122
4979,764,122
4980,764,122
4981,764,122
4982,764,122
4983,764,122
4984,764,122
4985,764,122
4986,764,122
4987,764,122
4988,764,122
4989,764,122
4990,764,122
4991,764,122
4992,764,122
4993,764,122
4994,764,122
4995,764,122
4996,764,122
4997,764,122
4998,764,122
4999,764,122
5000,764,122
